time_sec,x,y,yaw_rad
1765547898.666204214,0.416592,-0.013233,0.102626
1765547898.766130209,0.422010,-0.012717,0.089450
1765547898.866155386,0.426196,-0.012366,0.076343
1765547898.966122866,0.431574,-0.011979,0.066164
1765547899.066079378,0.437082,-0.011654,0.054967
1765547899.166147470,0.441404,-0.011434,0.046065
1765547899.266168594,0.446740,-0.011199,0.041787
1765547899.366168499,0.451925,-0.010999,0.036249
1765547899.466220856,0.456200,-0.010856,0.030238
1765547899.566163063,0.461614,-0.010699,0.027160
1765547899.666108847,0.467029,-0.010570,0.021539
1765547899.766066790,0.471331,-0.010489,0.014823
1765547899.866026878,0.476747,-0.010424,0.008911
1765547899.966164351,0.482113,-0.010403,0.000352
1765547900.066046953,0.486441,-0.010427,-0.012556
1765547900.166111708,0.491856,-0.010521,-0.023680
1765547900.266138315,0.497270,-0.010699,-0.039650
1765547900.366077185,0.501442,-0.010896,-0.056247
1765547900.466073990,0.506444,-0.011205,-0.070717
1765547900.566176176,0.511516,-0.011589,-0.081025
1765547900.666080236,0.516836,-0.012065,-0.095280
1765547900.766155720,0.521945,-0.012607,-0.112181
1765547900.866107464,0.526268,-0.013124,-0.128091
1765547900.966075659,0.531660,-0.013854,-0.142426
1765547901.066633224,0.536739,-0.014631,-0.158498
1765547901.166131258,0.540908,-0.015329,-0.175469
1765547901.277458668,0.546283,-0.016326,-0.194469
1765547901.366040707,0.551640,-0.017420,-0.210145
1765547901.466096401,0.555840,-0.018356,-0.230221
1765547901.566059828,0.561055,-0.019617,-0.245976
1765547901.666073084,0.566169,-0.020969,-0.266745
1765547901.766076803,0.571303,-0.022440,-0.286851
1765547901.866003513,0.575395,-0.023686,-0.306464
1765547901.966040134,0.580425,-0.025324,-0.321636
1765547902.066320419,0.585332,-0.027010,-0.337897
1765547902.166044235,0.589403,-0.028481,-0.358141
1765547902.266014576,0.594390,-0.030390,-0.376378
1765547902.366094351,0.599389,-0.032410,-0.389894
1765547902.466392279,0.603310,-0.034055,-0.404720
1765547902.566060066,0.608227,-0.036204,-0.423612
1765547902.666100979,0.613169,-0.038482,-0.438153
1765547902.766012430,0.616932,-0.040292,-0.455609
1765547902.866114855,0.621737,-0.042680,-0.469896
1765547902.965973616,0.626258,-0.045013,-0.481757
1765547903.066005468,0.630993,-0.047538,-0.495704
1765547903.166082859,0.634761,-0.049616,-0.514167
1765547903.266051769,0.639459,-0.052310,-0.528439
1765547903.366067410,0.643915,-0.054969,-0.544577
1765547903.466006279,0.647487,-0.057181,-0.562831
1765547903.566321373,0.651917,-0.060025,-0.580072
1765547903.665882826,0.656285,-0.062964,-0.600927
1765547903.765989065,0.660488,-0.065920,-0.620987
1765547903.866077900,0.663840,-0.068367,-0.642066
1765547903.966070175,0.667986,-0.071529,-0.665137
1765547904.066256762,0.672161,-0.074860,-0.683904
1765547904.166077375,0.676294,-0.078321,-0.706876
